if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,六安-合肥,,E01:2014,,昆明铁路局-北京西,,,,,,,,,,压紧不到位,,,,,六安-合肥,,,安阳东-深圳北,,兰州铁路局-兰州西动车组运用所,,G355,,,,,,,,,,,,,,,,,,,,压紧不到位,,,,,更换摄像机镜头,,,,,,,,,,,,,,,,
,,,,厦门北站,,E01:2015,,成都铁路局-技术工程部,,,,,,,,,,异色,,,,,厦门北站,,,武汉-深圳北,,兰普电器有限公司,,G655,,,,,,,,,,,,,,,,,,,,异色,,,,,修复变形部位,,,,,,,,,,,,,,,,
,,,,郑州东-北京西,,E01:2016,,昆明铁路局-郑州,,,,,,,,,,不显示,,,,,郑州东-北京西,,,西安北-广州南,,兰普电器股份有限公司,,G75,,,,,,,,,,,,,,,,,,,,不显示,,,,,紧固活结,,,,,,,,,,,,,,,,
,,,,南昌动车所,,E01:2017,,济南铁路局-技术工程部,,,,,,,,,,AAD主机故障,,,,,南昌动车所,,,深圳北-桂林北,,分厂,,G1009,,,,,,,,,,,,,,,,,,,,AAD主机故障,,,,,恢复安装,,,,,,,,,,,,,,,,
,,,,武汉到郑州东区间,,E01:2018,,乌鲁木齐铁路局-技术工程部,,,,,,,,,,失效(作用不良),,,,,武汉到郑州东区间,,,厦门北-北京南,,北京中车赛德铁道电气科技有限公司,,G838,,,,,,,,,,,,,,,,,,,,失效(作用不良),,,,,更换接触器,,,,,,,,,,,,,,,,
,,,,石家庄动车所,,E01:2019,,成都铁路局-郑州东,,,,,,,,,,裂纹/裂口,,,,,石家庄动车所,,,青岛北-北京南,,北京中铁长龙新型复合材料有限公司,,G2906,,,,,,,,,,,,,,,,,,,,裂纹/裂口,,,,,更换锁体,,,,,,,,,,,,,,,,
,,,,运行,,E01:2020,,南宁铁路局-西安,,,,,,,,,,开口销断裂,,,,,运行,,,昆明南-北京西,,北京先河交通设备技术有限公司,,G356,,,,,,,,,,,,,,,,,,,,开口销断裂,,,,,更换触发器,,,,,,,,,,,,,,,,
,,,,北京东服务站,,E01:2021,,成都铁路局-汉口,,,,,,,,,,开门/关门时间过长,,,,,北京东服务站,,,合肥南-上饶高速场,,北京先河有限公司,,G4170,,,,,,,,,,,,,,,,,,,,开门/关门时间过长,,,,,"调整锁芯/锁舌,清理润滑",,,,,,,,,,,,,,,,
,,,,安陆站,,E01:2022,,昆明铁路局-成都,,,,,,,,,,油漆脱落,,,,,安陆站,,,重庆北-北京西,,北京北交思远科技发展有限公司,,G404,,,,,,,,,,,,,,,,,,,,油漆脱落,,,,,更换被击打损坏部位,,,,,,,,,,,,,,,,
,,,,婺源-九江,,E01:2023,,南宁铁路局-佛山,,,,,,,,,,系统不稳定,,,,,婺源-九江,,,贵阳北-北海,,北京华铁海兴科技有限公司,,DJ15,,,,,,,,,,,,,,,,,,,,系统不稳定,,,,,更换继电器,,,,,,,,,,,,,,,,
,,,,北京南所,,E01:2024,,郑州铁路局-西安,,,,,,,,,,数值偏大,,,,,北京南所,,,G7376,,北京华高,,G310,,,,,,,,,,,,,,,,,,,,数值偏大,,,,,更换压缩机,,,,,,,,,,,,,,,,
,,,,郴州西-衡阳东,,E01:2025,,铁道部专运处-专运处,,,,,,,,,,异常动作,,,,,郴州西-衡阳东,,,昆明南-桂林,,北京华高世纪科技股份有限公司,,D3561次,,,,,,,,,,,,,,,,,,,,异常动作,,,,,更换故障板卡,,,,,,,,,,,,,,,,
,,,,成都动车所,,E01:2026,,广州铁路（集团）公司-香港石岗,,,,,,,,,,开启/关闭不到位,,,,,成都动车所,,,北京西-广州南,,北京和利时系统工程有限公司,,G242/3,,,,,,,,,,,,,,,,,,,,开启/关闭不到位,,,,,更换阀,,,,,,,,,,,,,,,,
,,,,汉口所,,E01:2027,,武汉铁路局-福州,,,,,,,,,,打风不止,,,,,汉口所,,,北京西-兰州西,,北京国通铁路专用设备制造厂,,G13,,,,,,,,,,,,,,,,,,,,打风不止,,,,,更换滑条,,,,,,,,,,,,,,,,
,,,,一场发车前,,E01:2028,,南昌铁路局-石家庄,,,,,,,,,,漏光/闪缝,,,,,一场发车前,,,深圳北-永州,,北京基地_总装分厂,,D3942,,,,,,,,,,,,,,,,,,,,漏光/闪缝,,,,,重新调整紧固,,,,,,,,,,,,,,,,
,,,,邯郸东-石家庄,,E01:2029,,南宁铁路局-青岛,,,,,,,,,,异常断开,,,,,邯郸东-石家庄,,,贵阳北-北京西,,北京基地_转向架分厂,,G69,,,,,,,,,,,,,,,,,,,,异常断开,,,,,紧固靠背安装螺栓,,,,,,,,,,,,,,,,
,,,,贵阳北检修库,,E01:2030,,武汉铁路局-郑州东,,,,,,,,,,不动作,,,,,贵阳北检修库,,,广州南-北京西,,北京天宇飞鹰微电子系统技术有限公司,,G429,,,,,,,,,,,,,,,,,,,,不动作,,,,,更换电磁阀,,,,,,,,,,,,,,,,
,,,,厦门北,,E01:2031,,郑州铁路局-广州南,,,,,,,,,,亮度不足,,,,,厦门北,,,武汉-枫林,,北京天宜上佳高新材料股份有限公司,,G9632,,,,,,,,,,,,,,,,,,,,亮度不足,,,,,更换板,,,,,,,,,,,,,,,,
,,,,合肥南,,E01:2032,,昆明铁路局-乌鲁木齐,,,,,,,,,,打不开,,,,,合肥南,,,龙岩-南京南,,北京天蓝天多维科技公司,,D940,,,,,,,,,,,,,,,,,,,,打不开,,,,,更换滑板,,,,,,,,,,,,,,,,
,,,,检查库,,E01:2033,,广州铁路（集团）公司-深圳,,,,,,,,,,135故障-辅助电源装置故障,,,,,检查库,,,杭州东-宜昌东,,北京局段,,G66,,,,,,,,,,,,,,,,,,,,135故障-辅助电源装置故障,,,,,更换裂纹超限风挡,,,,,,,,,,,,,,,,
,,,,德安至阳新区间,,E01:2034,,南昌铁路局-武汉,,,,,,,,,,NVR板软件故障,,,,,德安至阳新区间,,,D637,,北京市华铁信息技术开发总公司,,DJ7629,,,,,,,,,,,,,,,,,,,,NVR板软件故障,,,,,重点观察,,,,,,,,,,,,,,,,
,,,,北京西站,,E01:2035,,南昌铁路局-北京南,,,,,,,,,,内部缺陷,,,,,北京西站,,,青岛-烟台,,北京新兴日祥科技发展有限公司,,D3297,,,,,,,,,,,,,,,,,,,,内部缺陷,,,,,修复/试验开关门,,,,,,,,,,,,,,,,
,,,,肥东-扬州区间,,E01:2036,,广州铁路（集团）公司-龙岩,,,,,,,,,,关闭不到位/卡滞,,,,,肥东-扬州区间,,,北京西-汉口,,北京新兴日祥科贸有限公司,,D2189,,,,,,,,,,,,,,,,,,,,关闭不到位/卡滞,,,,,预警、报警更换轮对,,,,,,,,,,,,,,,,
,,,,福田-北京西,,E01:2037,,西安铁路局-郑州东,,,,,,,,,,桌板破损,,,,,福田-北京西,,,郑州-北京西,,北京新兴日祥科贸有限公司（3/8 减压阀）,,G622,,,,,,,,,,,,,,,,,,,,桌板破损,,,,,调整或重新安装按钮,,,,,,,,,,,,,,,,
,,,,六安站至合肥南站,,E01:2038,,郑州铁路局-质量管理部,,,,,,,,,,踏板故障,,,,,六安站至合肥南站,,,深圳北—宜昌东,,北京昌博有限公司,,C6523,,,,,,,,,,,,,,,,,,,,踏板故障,,,,,更换胶条,,,,,,,,,,,,,,,,
,,,,济南动车所,,E01:2039,,香港铁路有限公司-技术工程部,,,,,,,,,,脚踏卡滞,,,,,济南动车所,,,深圳北-武汉,,北京昌搏众邦轨道交通科技有限公司,,G507,,,,,,,,,,,,,,,,,,,,脚踏卡滞,,,,,更换整流模块,,,,,,,,,,,,,,,,
,,,,长沙南至怀化南,,E01:2040,,昆明铁路局-北京南,,,,,,,,,,晃动大,,,,,长沙南至怀化南,,,厦门-南昌,,北京明盾技术有限公司,,G806,,,,,,,,,,,,,,,,,,,,晃动大,,,,,紧固修复处理,,,,,,,,,,,,,,,,
,,,,长沙南,,E01:2041,,广州铁路（集团）公司-郑州东,,,,,,,,,,变形/松动/脱落,,,,,长沙南,,,南昌西-北京西,,北京格林仕科贸有限公司,,G1032,,,,,,,,,,,,,,,,,,,,变形/松动/脱落,,,,,1、打磨去除高点，圆滑过渡；2、外观状态良好,,,,,,,,,,,,,,,,
,,,,龙洞堡到都匀,,E01:2042,,上海铁路局-兰州,,,,,,,,,,部件松脱/断裂/破损,,,,,龙洞堡到都匀,,,南昌西-南京南,,北京格林仕科贸有限公司青岛分公司,,G1006,,,,,,,,,,,,,,,,,,,,部件松脱/断裂/破损,,,,,重新紧固，调整,,,,,,,,,,,,,,,,
,,,,保定东与涿州东区间,,E01:2043,,广州铁路（集团）公司-成都,,,,,,,,,,裂纹/断裂,,,,,保定东与涿州东区间,,,长沙南-北京西,,北京申金科技发展有限公司,,D6562,,,,,,,,,,,,,,,,,,,,裂纹/断裂,,,,,按照图纸施工,,,,,,,,,,,,,,,,
,,,,长沙南至武汉,,E01:2044,,广州铁路（集团）公司-重庆,,,,,,,,,,卡滞/无法调节,,,,,长沙南至武汉,,,G1020,,北京科大同创机电有限公司,,G73次,,,,,,,,,,,,,,,,,,,,卡滞/无法调节,,,,,更换控制放大器,,,,,,,,,,,,,,,,
,,,,福州服务站,,E01:2045,,南宁铁路局-昆明,,,,,,,,,,异音,,,,,福州服务站,,,十堰-汉口,,北京纵横机电技术开发公司,,G488,,,,,,,,,,,,,,,,,,,,异音,,,,,重新调整位置,,,,,,,,,,,,,,,,
,,,,服务站,,E01:2046,,武汉铁路局-广州南,,,,,,,,,,泄漏(风/水/油),,,,,服务站,,,昆明南-杭州东,,北京纵横机电科技有限公司,,G95,,,,,,,,,,,,,,,,,,,,泄漏(风/水/油),,,,,库内试验正常，维持现状,,,,,,,,,,,,,,,,
,,,,黄冈东,,E01:2047,,西安铁路局-武汉,,,,,,,,,,不出水/出水小,,,,,黄冈东,,,北京西-邯郸东,,北京网新北明科技有限公司,,G1314,,,,,,,,,,,,,,,,,,,,不出水/出水小,,,,,打磨并补漆,,,,,,,,,,,,,,,,
,,,,武汉-郑州东,,E01:2048,,成都铁路局-福州,,,,,,,,,,不全亮,,,,,武汉-郑州东,,,厦门北-汉口,,北京网明电子技术有限公司,,G4780,,,,,,,,,,,,,,,,,,,,不全亮,,,,,更换弹簧,,,,,,,,,,,,,,,,
,,,,乌龙泉东至武汉区间,,E01:2049,,太原铁路局-广州南,,,,,,,,,,温度预判,,,,,乌龙泉东至武汉区间,,,D2238,,北京蓝天多维科技有限公司,,G534次,,,,,,,,,,,,,,,,,,,,温度预判,,,,,更换LED光源,,,,,,,,,,,,,,,,
,,,,上海虹桥站,,E01:2050,,昆明铁路局-重庆,,,,,,,,,,无法调节,,,,,上海虹桥站,,,防城北-南宁东,,北京赛德高科铁道电气科技有限责任公司,,深圳北-武汉,,,,,,,,,,,,,,,,,,,,无法调节,,,,,更换PWB单元上电容板,,,,,,,,,,,,,,,,
,,,,六安站,,E01:2051,,北京铁路局-龙岩,,,,,,,,,,压紧恢复弹簧断裂,,,,,六安站,,,上海虹桥-宜昌东,,北京铁科时代科技有限公司,,D5208,,,,,,,,,,,,,,,,,,,,压紧恢复弹簧断裂,,,,,更换扶手盖板,,,,,,,,,,,,,,,,
,,,,南昌站,,E01:2052,,上海铁路局-北京东,,,,,,,,,,浮球脏污/卡滞,,,,,南昌站,,,邵安-厦门,,北京铁路局,,G1422,,,,,,,,,,,,,,,,,,,,浮球脏污/卡滞,,,,,更换油位观察镜,,,,,,,,,,,,,,,,
,,,,北京西-保定东区间,,E01:2053,,北京铁路局-忻州,,,,,,,,,,部件裂纹/断裂/破损,,,,,北京西-保定东区间,,,南宁-昆明南,,北京铁路局-北京东动车所,,G6741,,,,,,,,,,,,,,,,,,,,部件裂纹/断裂/破损,,,,,1、按标准打扭矩，并涂打防松标记。2、注意检查侧拉门的动作状态有无异常卡滞、运行不平稳现象。3、月检时注意检查该处螺栓紧固情况4、新造在螺栓部位增加使用中等强度螺纹锁固胶,,,,,,,,,,,,,,,,
,,,,长沙南-株洲西区间,,E01:2054,,太原铁路局-忻州,,,,,,,,,,无节目信息,,,,,长沙南-株洲西区间,,,成都东-南昌,,北京铁路局-北京东动车组运用所,,D3278次,,,,,,,,,,,,,,,,,,,,无节目信息,,,,,更换硬盘,,,,,,,,,,,,,,,,
,,,,北京至天津区间,,E01:2055,,昆明铁路局-武汉,,,,,,,,,,功放模块故障,,,,,北京至天津区间,,,太原南8:00-西安北,,北京铁路局-北京动车组运用所,,成都东-南昌,,,,,,,,,,,,,,,,,,,,功放模块故障,,,,,更换断路器,,,,,,,,,,,,,,,,
,,,,广州南-西九龙,,E01:2056,,南昌铁路局-昆明,,,,,,,,,,挂异物,,,,,广州南-西九龙,,,赣州-上海虹桥,,北京铁路局-北京南动车所,,D9692,,,,,,,,,,,,,,,,,,,,挂异物,,,,,超限更换轮对,,,,,,,,,,,,,,,,
,,,,低速运行进出站时,,E01:2057,,北京铁路局-武汉,,,,,,,,,,部件变形/松动/脱落,,,,,低速运行进出站时,,,广州南-湛江西,,北京铁路局-北京南动车组运用所,,G604,,,,,,,,,,,,,,,,,,,,部件变形/松动/脱落,,,,,更换电源模块,,,,,,,,,,,,,,,,
,,,,潼南,,E01:2058,,昆明铁路局-青岛,,,,,,,,,,翅片脏,,,,,潼南,,,武汉-广州南,,北京铁路局-北京西动车所,,D3006,,,,,,,,,,,,,,,,,,,,翅片脏,,,,,更换话机,,,,,,,,,,,,,,,,
,,,,成都基地,,E01:2059,,太原铁路局-青岛,,,,,,,,,,花屏/白线/雪花,,,,,成都基地,,,肇庆-广州,,北京铁路局-北京西动车组运用所,,D9628,,,,,,,,,,,,,,,,,,,,花屏/白线/雪花,,,,,恢复至正确位置,,,,,,,,,,,,,,,,
,,,,上饶-玉山南区间,,E01:2060,,武汉铁路局-西安,,,,,,,,,,螺栓松动/断裂,,,,,上饶-玉山南区间,,,乌鲁木齐-兰州,,北京铁路局-天津动车所,,D4213,,,,,,,,,,,,,,,,,,,,螺栓松动/断裂,,,,,更换磁栓,,,,,,,,,,,,,,,,
,,,,衢州-金华区间,,E02:2061,,广州铁路（集团）公司-BST广州南,,,,,,,,,,连接线断裂/破损/丢失,,,,,衢州-金华区间,,,成都东-秦皇岛,,北京铁路局-天津动车组运用所,,D2235,,,,,,,,,,,,,,,,,,,,连接线断裂/破损/丢失,,,,,更换控制器板卡,,,,,,,,,,,,,,,,
,,,,北京西-石家,,E02:2062,,北京铁路局-合肥,,,,,,,,,,温度保护开关故障,,,,,北京西-石家,,,成都东-西安北,,北京铁路局-石家庄动车所,,0D2505,,,,,,,,,,,,,,,,,,,,温度保护开关故障,,,,,更换NVR电源模块,,,,,,,,,,,,,,,,
,,,,郑州东,,E02:2063,,武汉铁路局-质量管理部,,,,,,,,,,变形/裂纹/破损,,,,,郑州东,,,石家庄-上海虹桥,,北京铁路局-石家庄动车组运用所,,D3146,,,,,,,,,,,,,,,,,,,,变形/裂纹/破损,,,,,更换故障件,,,,,,,,,,,,,,,,
,,,,无锡-常州,,E02:2064,,上海铁路局-南宁,,,,,,,,,,卡滞/动作不良/不到位,,,,,无锡-常州,,,上海虹桥-合肥南,,北京铁道工程机电技术研究所有限公司,,D7457次,,,,,,,,,,,,,,,,,,,,卡滞/动作不良/不到位,,,,,修复，调整头罩,,,,,,,,,,,,,,,,
,,,,即墨站,,E02:2065,,上海铁路局-西安,,,,,,,,,,按钮故障,,,,,即墨站,,,上海南-南昌西,,北京铁道工程机电技术研究所股份有限公司,,G1109,,,,,,,,,,,,,,,,,,,,按钮故障,,,,,更换失效模块,,,,,,,,,,,,,,,,
,,,,广州北-广州南,,E02:2066,,郑州铁路局-武汉,,,,,,,,,,驱动盒失效,,,,,广州北-广州南,,,南宁东-北海,,北京铁龙恒通车辆装备有限公司,,C6870,,,,,,,,,,,,,,,,,,,,驱动盒失效,,,,,升级系统,,,,,,,,,,,,,,,,
,,,,韶关站,,E02:2067,,成都铁路局-龙岩,,,,,,,,,,失效(屏幕坏点/花屏),,,,,韶关站,,,上海虹桥-上海南,,北京铁龙恒通车辆装备有限公司（管道件）,,D2712,,,,,,,,,,,,,,,,,,,,失效(屏幕坏点/花屏),,,,,更换密封圈,,,,,,,,,,,,,,,,
,,,,成都,,E02:2068,,武汉铁路局-贵阳,,,,,,,,,,翘起,,,,,成都,,,温州南-西安北,,南京中车浦镇海泰制动设备有限公司,,G1702,,,,,,,,,,,,,,,,,,,,翘起,,,,,更换头灯模块,,,,,,,,,,,,,,,,
,,,,武汉至长沙南,,E02:2069,,南昌铁路局-忻州,,,,,,,,,,钥匙和锁芯不匹配,,,,,武汉至长沙南,,,广州南-南昌西,,南京勃朗峰,,D1924次,,,,,,,,,,,,,,,,,,,,钥匙和锁芯不匹配,,,,,更换控制放大器控制模块,,,,,,,,,,,,,,,,
,,,,佛山西至怀集区间,,E02:2070,,南宁铁路局-福州,,,,,,,,,,全列/多辆车广播声音断断续续/声音小,,,,,佛山西至怀集区间,,,兰州西-西宁,,南京勃朗峰新技术有限公司,,G2811,,,,,,,,,,,,,,,,,,,,全列/多辆车广播声音断断续续/声音小,,,,,清理排水管,,,,,,,,,,,,,,,,
,,,,鄠邑站至新场街站,,E09:2071,,广州铁路（集团）公司-太原,,,,,,,,,,异常(116/117/118),,,,,鄠邑站至新场街站,,,北京西-福田,,南京勃朗峰马特轨道装置制造有限公司,,G9407,,,,,,,,,,,,,,,,,,,,异常(116/117/118),,,,,更换便纸架,,,,,,,,,,,,,,,,
,,,,南京南-济南西,,E09:2072,,广州铁路（集团）公司-北京南,,,,,,,,,,接头松动,,,,,南京南-济南西,,,成都东-珠海,,南京华士电子科技有限公司,,G1304,,,,,,,,,,,,,,,,,,,,接头松动,,,,,更换管路铰接插头,,,,,,,,,,,,,,,,
,,,,潍坊-淄博,,E09:2073,,昆明铁路局-佛山,,,,,,,,,,温度过高,,,,,潍坊-淄博,,,广州南-西安北,,南京康尼机电股份有限公司,,G1305次,,,,,,,,,,,,,,,,,,,,温度过高,,,,,重新粘接或截换地板布,,,,,,,,,,,,,,,,
,,,,钦州东-南宁,,E09:2074,,成都铁路局-广州南,,,,,,,,,,无法锁闭,,,,,钦州东-南宁,,,南宁东-北京西,,南京康尼电子科技有限公司,,G4917,,,,,,,,,,,,,,,,,,,,无法锁闭,,,,,更换牵引变压器,,,,,,,,,,,,,,,,
,,,,全椒站,,E09:2075,,南昌铁路局-质量管理部,,,,,,,,,,承载轮损坏/变形,,,,,全椒站,,,宁波-上海虹桥,,南京康尼科技实业有限公司,,D8413,,,,,,,,,,,,,,,,,,,,承载轮损坏/变形,,,,,更换门控器,,,,,,,,,,,,,,,,
,,,,成都东-西安北,,E09:2076,,上海铁路局-长沙,,,,,,,,,,滑块磨损,,,,,成都东-西安北,,,南昌-成都东,,南京志卓电子科技有限公司,,0D3205,,,,,,,,,,,,,,,,,,,,滑块磨损,,,,,更换部件，提高抗干扰能力,,,,,,,,,,,,,,,,
,,,,南站,,E09:2077,,济南铁路局-成都,,,,,,,,,,缸筒变形,,,,,南站,,,D1902,,南京智元电子科技有限公司,,G868,,,,,,,,,,,,,,,,,,,,缸筒变形,,,,,清洗积水盘，清洗排水管路、水泵滤网,,,,,,,,,,,,,,,,
,,,,北京西-汉口,,E09:2078,,南宁铁路局-广州东,,,,,,,,,,腻子开裂,,,,,北京西-汉口,,,广州南-深圳北,,南京段,,G632,,,,,,,,,,,,,,,,,,,,腻子开裂,,,,,调整紧固螺母,,,,,,,,,,,,,,,,
,,,,北京南-济南西,,E09:2079,,南昌铁路局-成都,,,,,,,,,,漏氟,,,,,北京南-济南西,,,贵阳北存车线-贵阳北,,南京浦镇恩梯恩铁路轴承有限公司,,D2737,,,,,,,,,,,,,,,,,,,,漏氟,,,,,重新涂打密封胶,,,,,,,,,,,,,,,,
,,,,南宁东-石家庄,,E09:2080,,北京铁路局-长沙,,,,,,,,,,156故障-牵引电机温度高,,,,,南宁东-石家庄,,,北京西-运城北,,南京浦镇海泰制动设备有限公司,,D2706,,,,,,,,,,,,,,,,,,,,156故障-牵引电机温度高,,,,,更换卡销,,,,,,,,,,,,,,,,
,,,,郑州东到石家庄区间,,E09:2081,,西安铁路局-质量管理部,,,,,,,,,,滤网堵塞,,,,,郑州东到石家庄区间,,,北京西-重庆西交路,,南京浦镇科技实业有限公司,,G79,,,,,,,,,,,,,,,,,,,,滤网堵塞,,,,,更换温控器,,,,,,,,,,,,,,,,
,,,,富源北至昆明南,,E09:2082,,郑州铁路局-总装分厂,,,,,,,,,,部件断裂/松动/脱落,,,,,富源北至昆明南,,,金山卫-上海南,,南宁局段,,D7451,,,,,,,,,,,,,,,,,,,,部件断裂/松动/脱落,,,,,更换摄像机,,,,,,,,,,,,,,,,
,,,,南宁服务站,,E09:2083,,广州铁路（集团）公司-郑州,,,,,,,,,,划伤,,,,,南宁服务站,,,北京南-杭州东,,南宁铁路局-北海动车所,,G832,,,,,,,,,,,,,,,,,,,,划伤,,,,,疏通阻塞管路,,,,,,,,,,,,,,,,
,,,,西安北动车所-西安北,,E09:2084,,南宁铁路局-佛山西,,,,,,,,,,裂纹/开裂,,,,,西安北动车所-西安北,,,汉口-墩义塘,,南宁铁路局-北海动车组运用所,,G422,,,,,,,,,,,,,,,,,,,,裂纹/开裂,,,,,加注冷媒,,,,,,,,,,,,,,,,
,,,,北京西,,E09:2085,,武汉铁路局-物流中心,,,,,,,,,,温度异常,,,,,北京西,,,南昌西-厦门,,南宁铁路局-南宁动车所,,G7518,,,,,,,,,,,,,,,,,,,,温度异常,,,,,格式化硬盘,,,,,,,,,,,,,,,,
,,,,信阳东-孝感北,,E09:2086,,成都铁路局-长沙,,,,,,,,,,加热灯闪烁,,,,,信阳东-孝感北,,,南宁东-深圳北,,南宁铁路局-南宁动车组运用所,,D2236/7,,,,,,,,,,,,,,,,,,,,加热灯闪烁,,,,,更换膜式干燥器，预防性更换空气压缩机油、油过滤器、空气过滤器,,,,,,,,,,,,,,,,
,,,,郑州东-深圳北,,E09:2087,,上海铁路局-北京西,,,,,,,,,,缺水指示灯常亮,,,,,郑州东-深圳北,,,郑州东-许昌东,,南宁铁路局-桂林动车所,,D6510,,,,,,,,,,,,,,,,,,,,缺水指示灯常亮,,,,,调整下导轨变形处,,,,,,,,,,,,,,,,
,,,,石家庄-保定东,,E09:2088,,广州铁路（集团）公司-贵阳,,,,,,,,,,黄变,,,,,石家庄-保定东,,,九江-南昌,,南宁铁路局-桂林动车组运用所,,G1662,,,,,,,,,,,,,,,,,,,,黄变,,,,,重新启动弓网监控系统,,,,,,,,,,,,,,,,
,,,,泉州-莆田,,E09:2089,,广州铁路（集团）公司-深圳北,,,,,,,,,,交换机故障,,,,,泉州-莆田,,,南京-上海,,南昌局段,,0G406次,,,,,,,,,,,,,,,,,,,,交换机故障,,,,,更换镇流器,,,,,,,,,,,,,,,,
,,,,徐州站,,E09:2090,,上海铁路局-昆明,,,,,,,,,,渗油,,,,,徐州站,,,G315,,南昌铁路局-南昌动车所,,G6232,,,,,,,,,,,,,,,,,,,,渗油,,,,,维持现状或重新启动,,,,,,,,,,,,,,,,
,,,,长沙南-岳阳东,,E05:2091,,武汉铁路局-长沙,,,,,,,,,,泄漏（风/水/油,,,,,长沙南-岳阳东,,,厦门-贵阳北交路,,南昌铁路局-南昌动车组运用所,,0DJ8846,,,,,,,,,,,,,,,,,,,,泄漏（风/水/油,,,,,清除障碍,,,,,,,,,,,,,,,,
,,,,广州南-长沙南,,E05:2092,,乌鲁木齐铁路局-长沙,,,,,,,,,,卡滞,,,,,广州南-长沙南,,,广州南-贵阳北,,南昌铁路局-南昌西动车所,,S1204,,,,,,,,,,,,,,,,,,,,卡滞,,,,,重新安装紧固件/拉铆,,,,,,,,,,,,,,,,
,,,,天门南站,,E05:2093,,北京铁路局-重庆,,,,,,,,,,部件松脱/不匹配/断裂,,,,,天门南站,,,怀化南至 深圳北,,南昌铁路局-南昌西动车组运用所,,G627,,,,,,,,,,,,,,,,,,,,部件松脱/不匹配/断裂,,,,,更换水阀,,,,,,,,,,,,,,,,
,,,,曲靖北-富源北,,E05:2094,,北京铁路局-质量管理部,,,,,,,,,,过流,,,,,曲靖北-富源北,,,北京西-南宁,,南昌铁路局-厦门动车所,,G1301,,,,,,,,,,,,,,,,,,,,过流,,,,,调整安装角度,,,,,,,,,,,,,,,,
,,,,马鞍山东至芜湖,,E05:2095,,上海铁路局-转向架分厂,,,,,,,,,,变形/凹坑,,,,,马鞍山东至芜湖,,,D3012,,南昌铁路局-厦门动车组运用所,,G1019,,,,,,,,,,,,,,,,,,,,变形/凹坑,,,,,疏通洗盆下方管路,,,,,,,,,,,,,,,,
,,,,桂林北,,E05:2096,,南宁铁路局-转向架分厂,,,,,,,,,,护套破损,,,,,桂林北,,,汉口-上海虹桥,,南昌铁路局-厦门北动车组运用所,,G82,,,,,,,,,,,,,,,,,,,,护套破损,,,,,重新输入信息,,,,,,,,,,,,,,,,
,,,,运营中,,E05:2097,,南宁铁路局-厦门,,,,,,,,,,不工作,,,,,运营中,,,重庆北-福州,,南昌铁路局-福州动车所,,G571次,,,,,,,,,,,,,,,,,,,,不工作,,,,,更换空气弹簧,,,,,,,,,,,,,,,,
,,,,南昌-成都东,,E05:2098,,广州铁路（集团）公司-福州,,,,,,,,,,部件破损/断裂,,,,,南昌-成都东,,,上海虹桥-厦门北,,南昌铁路局-福州动车组运用所,,C3002,,,,,,,,,,,,,,,,,,,,部件破损/断裂,,,,,更换关门到位限位开关,,,,,,,,,,,,,,,,
